member_id,date,country,gender,ip_address,amount,vip,product_id,card_type,serial,zone
102106,2007-12-17,BG,Female,201.168.221.92,$6899.06,true,330127,jcb,419-91-8650,zone3
101945,2015-11-21,GR,Male,171.9.172.44,$6382.14,false,330142,maestro,455-44-4080,zone5
102499,2016-11-18,RU,Female,13.101.23.119,$2196.80,true,330080,jcb,244-85-1416,zone7
100996,2011-02-23,MN,Male,44.135.32.67,$3162.61,true,330080,solo,366-07-3079,zone4
102432,2014-03-03,PH,Male,189.180.38.163,$6220.68,false,330121,americanexpress,960-72-9326,zone6
100530,2011-06-07,GB,Male,154.145.68.150,$8625.95,false,330124,jcb,954-69-0282,zone2
100596,2014-11-12,ID,Female,217.228.179.237,$3849.26,false,330099,jcb,223-55-3436,zone5
102445,2012-04-11,CA,Female,218.171.112.35,$812.40,true,330161,jcb,338-57-8742,zone6
101095,2015-02-13,GT,Female,12.82.86.167,$5541.90,true,330113,jcb,825-63-5701,zone7
101809,2008-09-10,FR,Female,25.77.41.194,$9944.30,true,330144,jcb,447-74-5172,zone6
101920,2012-11-26,CN,Male,190.64.65.147,$1910.99,false,330167,mastercard,392-64-8419,zone3
101189,2007-12-02,CN,Female,142.189.105.50,$8129.84,false,330097,visa,824-29-9115,zone4
101470,2008-09-08,ID,Male,120.48.54.23,$6223.38,false,330136,jcb,663-03-9243,zone6
101273,2014-06-13,RU,Female,183.48.209.133,$5099.52,false,330143,china-unionpay,344-44-1401,zone3
100853,2010-07-20,PL,Male,214.149.154.121,$4726.44,false,330123,diners-club-carte-blanche,592-77-1755,zone4
101842,2010-06-02,UG,Female,187.246.57.7,$1168.17,false,330091,switch,273-97-4943,zone5
101162,2012-08-14,CO,Male,196.74.135.213,$5014.82,true,330082,diners-club-carte-blanche,604-71-9368,zone5
101176,2014-12-20,ID,Female,250.191.83.16,$474.98,false,330125,jcb,626-73-3955,zone3
101306,2010-04-06,FR,Female,27.51.146.37,$8564.78,true,330163,jcb,278-35-9733,zone1
102438,2012-10-15,FR,Female,2.20.148.160,$8625.24,true,330119,bankcard,745-68-8520,zone6
101861,2015-08-15,CN,Female,195.129.194.21,$5735.66,true,330098,maestro,823-75-8851,zone6
100580,2015-08-22,GR,Female,183.204.230.245,$9698.73,true,330105,jcb,102-79-4627,zone5
100951,2014-08-05,PE,Female,224.131.88.119,$6581.83,true,330077,maestro,729-86-0684,zone7
101221,2013-07-06,US,Male,11.58.53.198,$8571.99,true,330087,bankcard,633-92-1757,zone2
101236,2014-07-02,CZ,Male,56.223.74.213,$5250.15,false,330078,jcb,378-32-2207,zone3
101269,2015-12-29,TD,Male,211.33.93.101,$917.79,false,330143,jcb,690-91-9574,zone3
102424,2010-11-06,MY,Male,148.197.242.23,$4629.10,true,330140,laser,924-35-6915,zone3
100235,2009-04-30,CN,Female,37.75.29.15,$5100.88,false,330160,solo,127-30-5232,zone3
100524,2009-05-14,EC,Male,154.132.197.141,$3045.51,false,330084,visa-electron,266-44-6524,zone4
102341,2015-10-24,ID,Male,54.123.253.75,$2890.43,false,330103,jcb,142-48-4519,zone5
100906,2015-11-22,AZ,Male,186.70.189.6,$3831.22,false,330110,mastercard,904-37-0858,zone5
100232,2009-07-08,MN,Female,247.229.219.243,$1124.70,false,330117,mastercard,928-67-6387,zone5
100108,2014-09-04,AL,Male,69.247.56.164,$8716.57,false,330086,bankcard,319-48-4235,zone3
101628,2015-04-03,CG,Female,193.38.193.90,$7418.86,false,330095,jcb,130-38-2925,zone7
101827,2015-04-12,FR,Male,17.32.7.134,$4080.76,true,330144,jcb,288-01-6383,zone1
100508,2011-11-09,PL,Male,84.237.103.232,$1175.61,false,330117,instapayment,952-46-6114,zone3
101214,2015-01-02,KM,Male,113.33.99.32,$3825.83,false,330171,maestro,486-73-9364,zone5
101270,2009-05-01,FR,Female,147.200.42.252,$5948.84,false,330131,laser,950-66-6395,zone1
101258,2009-07-11,BR,Male,7.63.5.93,$9122.44,true,330112,jcb,103-98-2817,zone4
102055,2013-07-27,BR,Male,2.100.238.136,$7769.48,true,330123,diners-club-enroute,579-78-4341,zone7
102042,2012-04-02,CN,Female,90.159.149.74,$3750.39,true,330116,jcb,631-79-5652,zone6
101680,2013-09-13,CN,Male,101.75.110.240,$7821.75,true,330139,jcb,737-91-2202,zone3
100072,2016-07-13,CN,Male,144.170.34.165,$7340.37,false,330111,switch,528-47-6837,zone3
101624,2008-12-18,CN,Female,126.62.114.206,$6703.13,true,330152,bankcard,217-85-9749,zone3
100073,2013-07-24,CN,Male,211.67.144.253,$6027.67,true,330141,americanexpress,486-93-2500,zone3
100808,2016-06-04,PH,Male,248.176.110.148,$3284.57,false,330083,diners-club-carte-blanche,951-40-6094,zone7
100933,2010-03-06,CN,Female,195.101.107.187,$981.31,true,330167,switch,603-31-2984,zone2
100611,2015-01-10,CN,Male,58.185.250.58,$7674.36,true,330149,instapayment,892-83-0247,zone7
101098,2011-12-20,CN,Male,173.47.139.195,$9633.05,false,330158,americanexpress,220-94-8830,zone2
101254,2014-11-02,CN,Female,165.29.169.35,$2119.66,true,330158,americanexpress,790-50-1750,zone7
101541,2012-04-16,UG,Male,57.74.12.4,$1618.80,true,330082,mastercard,465-11-7368,zone5
100526,2010-01-15,AR,Male,160.250.34.51,$4326.68,false,330167,visa,901-29-7749,zone4
102250,2013-01-01,PE,Female,177.231.80.213,$9900.57,false,330104,bankcard,877-06-3460,zone3
101816,2009-06-18,CN,Male,117.25.136.139,$3166.30,false,330107,visa-electron,447-84-8031,zone3
100707,2009-10-02,PH,Female,39.248.122.69,$2196.67,false,330120,visa-electron,809-74-8077,zone6
102416,2012-05-21,RU,Male,89.140.154.172,$6852.34,false,330143,diners-club-enroute,861-07-7712,zone2
100268,2010-02-16,VN,Female,63.6.56.164,$3968.47,false,330164,switch,910-98-5838,zone1
102130,2013-09-01,AF,Female,141.238.72.236,$1483.85,true,330077,jcb,842-84-8395,zone5
100111,2011-09-11,UA,Female,189.62.116.59,$4769.75,true,330108,switch,377-94-3522,zone2
101623,2015-01-20,FR,Male,45.79.106.26,$6545.50,true,330136,mastercard,619-41-1456,zone5
101427,2010-11-10,NG,Male,132.133.23.26,$8359.35,false,330147,visa,477-73-4926,zone2
101582,2012-12-25,BR,Female,240.188.216.172,$3453.55,true,330140,solo,218-00-7705,zone1
101139,2015-10-06,KR,Male,154.76.83.59,$7376.07,true,330119,maestro,279-59-8168,zone3
101752,2015-02-06,ID,Female,248.139.32.228,$607.40,false,330079,visa-electron,553-83-6710,zone4
102120,2009-04-20,CN,Male,212.131.144.146,$4089.59,true,330103,jcb,354-63-0957,zone2
100352,2010-09-24,PH,Male,39.48.11.228,$3047.28,true,330100,diners-club-enroute,156-22-4892,zone7
100537,2016-07-28,MX,Female,116.31.211.222,$5665.01,true,330083,jcb,350-76-9082,zone4
100561,2010-05-24,ID,Female,34.153.64.154,$1804.59,false,330134,jcb,723-44-8805,zone6
101919,2009-12-09,CN,Female,204.157.92.127,$8550.96,true,330145,bankcard,941-44-4896,zone1
101209,2010-04-24,CN,Male,99.46.249.64,$3167.38,false,330138,diners-club-enroute,757-09-7008,zone2
102319,2014-10-18,UA,Female,149.104.51.112,$3228.07,true,330153,bankcard,541-07-6261,zone5
101517,2008-04-18,RU,Male,108.231.44.233,$8551.64,false,330168,china-unionpay,473-01-7197,zone7
100739,2010-01-16,MK,Female,118.28.208.116,$5063.43,false,330147,jcb,976-08-6605,zone7
102472,2015-11-19,MX,Female,130.211.67.10,$9447.17,true,330162,laser,300-81-6800,zone4
100431,2015-09-11,BR,Male,67.26.250.79,$8316.81,false,330168,jcb,542-88-5360,zone3
102056,2015-11-23,TH,Male,30.155.147.121,$781.84,true,330144,instapayment,216-41-3332,zone6
100962,2014-07-20,PT,Female,224.229.126.167,$3427.97,false,330102,mastercard,807-90-4790,zone1
101479,2009-10-25,PE,Female,34.158.37.174,$9602.26,true,330119,jcb,670-96-0076,zone4
101780,2014-02-26,MY,Female,124.231.26.111,$9946.39,true,330161,jcb,418-27-4685,zone5
101484,2008-10-19,US,Male,30.63.57.171,$7119.30,false,330098,jcb,735-61-6840,zone1
102086,2008-10-07,BY,Male,205.246.69.50,$9558.99,true,330169,maestro,567-28-1286,zone2
102474,2008-08-15,CN,Female,210.14.23.199,$2019.24,false,330123,jcb,253-01-3076,zone5
100904,2010-11-29,PL,Male,181.233.235.154,$8691.47,true,330165,mastercard,790-29-3939,zone7
102290,2012-01-30,US,Female,30.47.234.12,$1575.94,true,330123,bankcard,139-79-3389,zone1
100893,2012-10-03,PH,Male,109.10.47.246,$1826.98,true,330154,jcb,356-85-8941,zone6
100880,2012-05-22,PT,Male,20.53.2.140,$9282.62,false,330085,jcb,207-68-9843,zone4
100301,2015-06-07,BR,Male,102.103.87.243,$9637.52,false,330143,jcb,530-26-8038,zone4
101385,2012-04-27,FR,Female,197.184.173.220,$6459.99,true,330079,switch,897-26-1689,zone6
101762,2012-12-09,KE,Male,209.104.203.23,$4061.50,true,330160,jcb,579-94-6484,zone3
102104,2009-10-11,TZ,Male,25.223.215.46,$8702.85,true,330152,maestro,123-13-4471,zone6
101195,2009-06-20,CY,Male,190.191.197.208,$8858.24,false,330172,maestro,803-56-1830,zone5
101216,2008-01-09,CN,Male,83.158.246.136,$5753.46,false,330098,visa-electron,354-36-1053,zone1
100308,2012-03-06,CN,Female,242.213.236.129,$1068.17,false,330120,diners-club-carte-blanche,413-71-9832,zone1
101337,2016-10-19,PE,Female,80.47.177.82,$7124.51,true,330077,jcb,844-06-6684,zone5
101685,2016-11-04,PL,Female,100.6.130.58,$9702.10,true,330113,bankcard,496-17-7558,zone3
102404,2011-01-26,BR,Male,108.171.44.41,$9321.44,true,330145,maestro,133-97-9158,zone2
102273,2013-06-11,CO,Female,66.140.145.33,$1566.61,true,330084,jcb,563-80-2738,zone2
101488,2011-07-27,CO,Female,84.95.74.176,$2264.70,true,330136,jcb,624-15-2951,zone7
101595,2016-06-08,CA,Male,231.90.127.33,$6189.29,true,330078,china-unionpay,765-95-9532,zone1
101567,2010-06-17,FR,Male,220.50.158.94,$1485.01,false,330134,diners-club-carte-blanche,153-16-8911,zone7
102379,2014-12-05,CN,Female,137.202.143.46,$9050.13,true,330109,jcb,689-69-4416,zone4
100718,2012-03-18,PH,Male,17.63.131.139,$9044.99,false,330118,jcb,218-10-5640,zone4
100980,2011-04-10,PK,Male,249.49.212.94,$4873.74,false,330176,jcb,348-95-0998,zone7
101822,2013-04-25,MT,Male,172.103.89.52,$5722.00,false,330171,switch,870-30-7667,zone4
102186,2008-02-10,SE,Male,251.132.38.76,$9436.18,true,330150,jcb,902-81-8368,zone2
101943,2014-11-06,RU,Male,199.71.118.234,$3912.14,false,330105,bankcard,959-31-0955,zone2
101313,2010-11-09,RU,Female,189.3.5.37,$7753.93,true,330150,mastercard,859-28-4362,zone5
101703,2009-10-26,RU,Male,227.244.138.76,$7396.02,true,330116,china-unionpay,115-41-1096,zone4
100426,2010-04-29,CN,Female,249.28.0.20,$3090.11,true,330130,jcb,222-89-3503,zone5
101222,2009-10-04,BD,Female,191.8.228.58,$6901.58,true,330112,maestro,538-55-3244,zone1
101322,2008-12-13,ID,Male,183.78.231.236,$7325.38,false,330082,maestro,470-00-3923,zone2
100553,2015-07-07,PL,Male,229.89.5.179,$9280.16,true,330080,maestro,870-27-1409,zone4
102442,2012-09-08,CN,Female,150.111.92.68,$3178.55,true,330151,diners-club-carte-blanche,766-87-2494,zone1
100348,2015-01-01,CN,Male,93.24.246.248,$4491.49,true,330152,visa,288-08-1202,zone7
101454,2014-11-26,BR,Male,205.234.108.192,$6688.72,true,330161,jcb,529-40-4894,zone3
100023,2009-05-30,SL,Male,126.116.88.118,$6258.77,false,330147,americanexpress,326-62-6450,zone4
102132,2009-09-11,TD,Male,74.23.241.45,$8264.63,false,330160,jcb,701-94-9761,zone7
100651,2014-02-01,CN,Female,185.187.12.242,$4120.61,true,330079,jcb,124-56-5257,zone6
101213,2013-12-28,SE,Female,108.97.205.233,$1482.99,true,330172,diners-club-carte-blanche,536-62-0180,zone4
101899,2015-03-21,CN,Male,126.240.37.183,$2181.22,false,330173,jcb,547-74-7976,zone1
100040,2012-03-18,RU,Female,255.50.104.225,$2848.06,false,330090,mastercard,635-58-7039,zone6
100588,2014-05-16,ID,Male,7.47.130.242,$1122.87,false,330108,jcb,856-56-2670,zone1
101318,2014-09-06,CN,Male,31.83.12.133,$4865.92,true,330112,mastercard,872-37-7781,zone5
101437,2014-05-20,ID,Female,223.150.33.32,$7724.17,false,330132,jcb,280-06-1187,zone4
102259,2011-05-18,VN,Male,40.60.164.185,$5238.67,true,330123,jcb,444-98-3856,zone5
100569,2014-03-17,TH,Female,197.237.220.71,$4198.26,false,330116,diners-club-enroute,599-50-2587,zone6
102151,2009-04-01,JP,Female,16.111.65.36,$5735.47,true,330176,jcb,476-87-8011,zone3
102433,2010-01-18,CN,Female,207.98.142.189,$8761.65,false,330140,visa-electron,794-72-1457,zone6
101986,2012-11-12,MX,Male,97.61.79.194,$4678.48,false,330165,jcb,159-25-2824,zone7
101631,2011-04-21,HN,Male,63.109.217.161,$2724.25,true,330175,maestro,115-48-4548,zone4
100969,2010-01-04,ID,Female,140.15.150.242,$1714.42,false,330123,visa-electron,931-44-2938,zone7
101130,2014-11-04,PT,Female,164.234.157.248,$9889.20,true,330092,diners-club-enroute,697-08-7709,zone5
101689,2014-09-14,TN,Male,126.248.214.154,$2852.95,false,330121,jcb,696-19-8219,zone6
102008,2011-05-19,PH,Female,243.242.209.18,$1284.02,true,330079,jcb,743-06-8050,zone4
100044,2013-06-20,PL,Female,163.195.59.171,$4672.84,false,330130,visa-electron,751-30-2074,zone3
101400,2016-12-03,VN,Female,253.62.234.16,$2219.92,false,330155,jcb,146-77-1164,zone3
100449,2016-06-06,ES,Male,143.236.176.213,$6093.03,true,330128,switch,174-80-8928,zone4
100547,2009-04-28,SE,Male,162.125.135.124,$975.13,true,330149,jcb,767-21-7927,zone3
100892,2013-11-04,CN,Male,40.250.28.202,$9197.91,true,330164,laser,594-76-5391,zone7
101148,2015-05-27,TH,Female,4.124.181.120,$5148.67,false,330096,jcb,395-37-8217,zone2
102070,2016-04-22,CZ,Male,5.111.7.161,$6841.92,true,330078,jcb,335-19-4382,zone3
100411,2013-09-11,ID,Male,170.130.152.249,$7564.86,true,330122,jcb,394-82-0412,zone7
102050,2015-05-15,CN,Male,37.5.51.28,$6026.98,false,330133,laser,966-15-8098,zone4
102475,2008-09-15,FR,Female,17.15.153.222,$6339.42,false,330093,visa-electron,354-15-8953,zone6
101578,2011-02-22,PL,Female,235.124.91.198,$3485.57,true,330090,maestro,832-03-9013,zone7
102492,2010-07-21,ID,Male,237.84.254.19,$2079.18,true,330158,jcb,485-38-8450,zone5
101245,2011-09-21,RU,Male,52.227.28.192,$6055.29,false,330147,jcb,274-10-2725,zone4
101218,2008-09-17,ZM,Male,247.78.177.194,$1967.32,true,330095,visa-electron,595-77-9442,zone7
102469,2009-06-13,ID,Female,193.255.227.248,$7895.58,true,330081,jcb,821-98-6156,zone4
100318,2011-11-22,CN,Female,159.236.178.13,$708.03,true,330097,mastercard,306-04-8903,zone7
102180,2014-11-04,PT,Female,208.215.241.146,$3548.73,true,330150,jcb,987-28-0603,zone1
101037,2008-07-10,RU,Female,87.128.175.64,$1520.23,true,330141,jcb,664-71-5348,zone7
102075,2009-06-14,UA,Female,65.230.248.67,$7944.29,true,330077,instapayment,593-97-3755,zone1
101698,2014-09-25,MX,Male,210.194.161.43,$2240.80,false,330096,visa-electron,548-70-4099,zone6
100121,2009-09-12,PL,Female,35.70.60.187,$7199.27,true,330134,switch,808-98-8273,zone2
100214,2011-11-03,PH,Male,109.182.81.60,$2996.96,true,330167,jcb,740-81-6365,zone4
100839,2010-01-15,PY,Female,184.251.55.105,$9717.08,true,330171,mastercard,431-70-8469,zone1
101128,2009-08-18,AM,Male,25.52.144.209,$8287.31,false,330140,instapayment,702-55-9522,zone5
100505,2016-08-14,NI,Male,87.94.4.212,$2574.20,true,330094,switch,576-76-2760,zone5
100559,2014-07-24,LU,Female,96.188.88.22,$1443.88,true,330099,china-unionpay,534-15-8230,zone4
101667,2012-06-22,TZ,Female,92.188.8.188,$2958.87,false,330135,americanexpress,964-41-0581,zone7
101621,2011-01-29,PH,Female,149.14.130.158,$5583.35,true,330153,jcb,320-21-5340,zone7
101940,2009-08-09,PE,Male,113.238.230.76,$4929.71,true,330084,bankcard,439-18-7429,zone2
102056,2013-02-24,PH,Female,191.16.206.63,$5864.80,true,330142,americanexpress,175-70-8214,zone7
100270,2008-10-11,RU,Male,53.245.97.138,$3083.14,true,330143,switch,562-55-5657,zone6
101007,2014-08-24,RU,Male,109.15.74.210,$8886.30,true,330138,maestro,496-78-6139,zone5
101599,2012-08-24,HR,Male,76.147.90.227,$4100.87,true,330124,jcb,338-03-0379,zone4
101077,2008-02-12,AR,Male,123.55.112.135,$448.12,true,330089,jcb,137-68-7305,zone2
102185,2010-05-13,BZ,Female,163.198.76.56,$2696.07,true,330111,laser,115-82-8776,zone2
100038,2015-06-22,AL,Female,56.60.121.68,$5904.33,true,330167,switch,861-82-2274,zone7
100100,2010-09-15,TH,Female,165.214.114.250,$2237.63,false,330165,mastercard,998-70-9546,zone3
101952,2014-03-18,PH,Female,209.11.255.16,$1191.00,true,330124,mastercard,531-97-7703,zone4
100823,2009-04-17,PL,Male,89.123.27.109,$4368.20,false,330123,jcb,285-40-5025,zone3
101237,2008-06-07,US,Male,184.0.47.174,$5041.71,true,330172,china-unionpay,610-04-6822,zone6
102271,2014-10-26,CN,Male,185.0.109.70,$7717.12,true,330101,jcb,378-08-0284,zone5
102327,2008-11-17,SE,Male,191.96.85.38,$3585.80,true,330168,maestro,156-68-5151,zone7
102446,2008-03-23,PL,Male,3.149.183.85,$9204.39,true,330114,jcb,736-56-8954,zone1
100500,2013-10-01,YE,Male,97.182.142.91,$819.18,true,330172,china-unionpay,744-05-0493,zone7
101770,2012-03-25,CN,Male,111.95.136.17,$3726.02,true,330096,visa-electron,149-44-1152,zone2
102131,2010-01-31,RU,Male,255.160.24.76,$8032.50,false,330126,americanexpress,341-47-3361,zone6
102101,2016-05-07,PT,Male,17.179.97.42,$6051.66,false,330158,jcb,699-91-3570,zone3
101850,2015-12-24,CZ,Female,85.243.135.160,$4883.84,true,330137,switch,937-76-8961,zone1
100939,2012-09-30,BA,Male,255.80.17.163,$2537.34,false,330078,diners-club-carte-blanche,450-81-1975,zone4
101650,2012-10-28,NG,Male,176.188.238.40,$4164.38,false,330176,jcb,484-72-7631,zone4
100142,2015-04-08,BR,Female,115.87.32.217,$4953.25,false,330137,jcb,996-51-1958,zone5
102327,2009-03-01,ID,Male,156.193.209.38,$3121.39,true,330118,visa-electron,358-82-7918,zone1
101767,2016-08-26,ID,Male,65.112.194.176,$7257.56,false,330158,jcb,920-50-7006,zone5
102169,2014-05-08,CN,Male,95.4.237.240,$1902.09,false,330138,jcb,274-38-5849,zone5
100865,2012-01-03,PE,Female,143.162.111.172,$5030.62,true,330139,jcb,953-27-5164,zone4
102495,2015-04-08,BR,Female,3.103.31.234,$8972.52,false,330090,mastercard,972-45-7251,zone6
100256,2014-05-16,AF,Male,135.250.125.180,$1337.27,true,330157,solo,600-81-9893,zone2
101770,2015-07-05,CN,Male,130.198.193.72,$9299.91,true,330121,instapayment,378-74-4348,zone5
102438,2012-01-02,AF,Male,120.47.101.232,$5818.76,true,330126,jcb,571-51-5758,zone1
100026,2015-07-30,JP,Female,12.44.203.54,$1814.87,true,330077,visa-electron,868-27-7794,zone2
101272,2008-03-14,FR,Female,146.127.223.174,$539.12,false,330096,jcb,714-90-3315,zone5
100556,2011-11-14,IR,Male,23.122.208.117,$1130.66,false,330098,diners-club-us-ca,735-08-0415,zone7
101533,2010-09-09,PL,Male,187.161.248.129,$4327.61,true,330121,jcb,845-63-3104,zone1
102350,2009-03-14,JP,Male,15.39.126.214,$7509.56,false,330153,americanexpress,289-71-3641,zone5
100743,2010-12-14,ID,Female,65.219.23.136,$7417.58,true,330126,visa-electron,600-55-2379,zone7
102248,2013-10-27,CN,Female,132.42.208.135,$9308.67,true,330165,jcb,654-29-6688,zone5
102147,2013-08-03,BR,Female,92.84.160.28,$9514.66,true,330107,jcb,163-66-3044,zone7
100982,2010-06-06,CN,Male,131.200.167.146,$433.03,true,330149,jcb,286-84-4462,zone3
101240,2011-04-16,CN,Male,134.89.249.119,$2478.54,false,330119,china-unionpay,181-17-8034,zone1
101527,2012-03-12,ID,Male,28.74.46.109,$8540.58,false,330126,jcb,560-06-6777,zone3
100478,2008-01-10,KZ,Female,83.238.155.146,$5231.94,false,330144,visa-electron,485-89-2031,zone6
101636,2013-06-28,PT,Female,182.167.92.98,$1937.28,false,330171,maestro,427-27-7910,zone4
100146,2007-12-15,CN,Female,98.37.121.28,$8721.26,false,330158,americanexpress,776-42-3016,zone1
100122,2010-12-25,RU,Female,103.80.248.97,$6809.73,true,330148,maestro,472-16-9215,zone3
101029,2008-08-03,BW,Female,145.144.95.184,$1577.53,true,330148,jcb,512-64-0041,zone2
100228,2011-11-19,PL,Male,162.98.52.228,$8879.12,false,330147,visa-electron,578-54-6194,zone1
102236,2014-10-19,PH,Female,229.18.22.73,$9182.84,false,330157,diners-club-us-ca,449-76-6911,zone1
102088,2011-06-18,PL,Male,32.155.155.181,$2670.14,true,330109,jcb,760-57-9185,zone3
101069,2015-02-04,FR,Female,86.53.62.169,$1832.04,false,330120,diners-club-enroute,627-86-1314,zone7
102316,2008-02-13,CN,Female,171.187.69.112,$5872.47,true,330142,switch,673-94-9560,zone7
101737,2012-02-15,LV,Male,89.126.164.162,$4528.26,true,330173,jcb,962-20-7759,zone3
100545,2015-10-02,HN,Male,233.177.2.42,$3092.67,false,330126,jcb,302-88-9850,zone7
100591,2009-08-28,ID,Male,224.111.219.194,$3814.60,false,330163,jcb,129-85-2765,zone4
100709,2012-02-25,CI,Female,70.143.178.229,$7081.03,true,330118,mastercard,269-46-6056,zone5
102092,2014-08-20,PH,Female,65.111.243.129,$4688.11,true,330100,jcb,151-93-1133,zone5
100890,2013-07-01,MX,Male,241.142.163.4,$4264.06,false,330167,jcb,508-09-9553,zone5
100335,2015-04-01,PL,Female,173.171.71.230,$8115.89,false,330138,maestro,823-97-5630,zone6
100472,2011-10-15,ID,Male,249.249.22.144,$2160.30,false,330146,laser,879-96-6938,zone2
101976,2008-06-16,SN,Male,185.242.92.83,$4683.89,false,330161,jcb,922-69-0665,zone5
100964,2014-09-15,CN,Male,167.217.171.138,$1071.43,true,330105,diners-club-carte-blanche,242-04-3032,zone2
100662,2011-11-22,US,Male,103.63.11.183,$5566.19,false,330112,mastercard,521-13-2910,zone1
102412,2008-02-17,CN,Female,74.206.184.171,$2961.01,false,330154,americanexpress,422-72-4139,zone3
101604,2008-03-15,MT,Male,174.29.105.132,$7547.60,false,330156,jcb,523-10-4903,zone2
101636,2008-06-10,RU,Female,96.233.101.70,$6922.30,false,330104,diners-club-enroute,853-38-5359,zone1
101614,2010-08-21,CN,Female,44.129.107.152,$9068.64,true,330109,jcb,900-25-9275,zone3
101096,2009-08-19,AT,Female,11.29.32.215,$7744.59,true,330095,jcb,272-46-6391,zone3
100574,2010-09-11,CN,Female,43.39.91.202,$4302.59,false,330112,jcb,858-08-4311,zone4
101325,2014-08-15,ID,Female,96.79.54.63,$4268.75,false,330174,jcb,881-03-2942,zone4
100485,2013-07-10,RU,Male,201.137.158.143,$7657.76,true,330156,china-unionpay,255-15-9304,zone4
101329,2016-09-08,CN,Male,42.147.217.179,$5900.62,false,330104,bankcard,301-39-6010,zone4
101382,2012-03-28,FR,Female,141.98.167.245,$2695.11,true,330151,diners-club-carte-blanche,124-54-0661,zone7
101369,2015-03-29,FR,Female,60.172.250.51,$5484.70,true,330159,diners-club-carte-blanche,128-49-8863,zone3
100798,2012-04-23,ET,Female,124.135.201.168,$4755.92,false,330098,maestro,357-56-0127,zone7
100040,2014-12-30,PT,Male,228.234.21.168,$4279.03,true,330137,jcb,758-99-0110,zone4
101617,2008-04-30,KG,Male,132.28.21.48,$8835.62,false,330121,laser,965-76-4685,zone1
101596,2013-04-15,MN,Female,49.4.35.45,$3057.47,true,330110,americanexpress,231-24-1916,zone4
101189,2011-10-25,GR,Male,253.49.76.24,$5052.89,true,330164,jcb,388-25-6051,zone6
101593,2010-06-23,LK,Male,225.166.173.128,$5038.86,false,330147,maestro,620-96-0847,zone3
101480,2011-03-29,BR,Female,12.250.215.26,$6234.20,false,330095,jcb,452-38-6413,zone4
102356,2010-09-30,CN,Female,23.142.199.231,$6406.41,false,330096,mastercard,453-55-6276,zone6
100360,2016-06-23,BR,Female,201.74.67.159,$5129.25,false,330115,jcb,421-05-7100,zone6
101567,2013-01-01,MG,Female,193.50.77.243,$4867.64,true,330134,switch,244-55-7273,zone3
101941,2011-12-01,IE,Female,46.127.155.91,$8612.59,false,330150,jcb,446-67-7866,zone1
100759,2015-04-30,FR,Male,184.125.71.115,$9879.19,false,330097,jcb,987-07-4527,zone2
101817,2015-04-29,CN,Female,60.149.169.193,$9859.70,false,330108,jcb,948-95-9707,zone6
102159,2013-08-23,PH,Male,32.48.1.106,$6456.66,true,330118,diners-club-enroute,761-45-2338,zone7
102373,2009-03-12,CY,Male,117.114.104.26,$2195.37,true,330092,americanexpress,300-84-3427,zone3
102005,2015-05-14,FI,Male,212.100.70.124,$5242.16,false,330085,bankcard,683-72-6131,zone3
100682,2013-12-04,CN,Male,249.84.41.103,$8482.68,true,330159,visa,821-68-7593,zone2
102234,2010-06-09,NO,Male,1.125.60.191,$7130.25,true,330138,jcb,512-56-6415,zone4
102486,2012-02-23,CO,Female,160.72.61.60,$3800.26,false,330146,jcb,568-12-6643,zone7
101046,2016-01-04,ZW,Female,62.93.44.228,$3946.10,false,330169,jcb,235-41-1488,zone6
102033,2011-12-08,PH,Female,48.182.1.160,$3119.30,false,330112,jcb,526-30-9111,zone3
101283,2013-11-04,SE,Female,136.7.239.56,$9793.68,true,330141,jcb,137-51-2699,zone4
101681,2008-09-17,ID,Male,6.218.58.25,$5932.20,true,330167,jcb,799-35-6621,zone6
101902,2012-03-30,ID,Female,140.184.220.97,$3786.22,true,330124,instapayment,507-42-8709,zone2
102378,2013-04-24,CN,Female,124.28.112.244,$4526.55,true,330105,diners-club-international,627-48-4462,zone6
100212,2010-09-26,SY,Female,13.201.163.196,$8444.78,true,330176,jcb,233-92-1695,zone3
102106,2013-10-03,NG,Male,29.224.121.228,$8146.84,true,330156,solo,967-97-2861,zone1
101433,2013-08-01,CO,Female,67.204.31.78,$3342.58,false,330103,jcb,149-95-8500,zone4
101797,2009-06-13,IT,Male,174.113.182.166,$597.35,false,330169,jcb,929-55-2922,zone2
100443,2009-11-01,NG,Female,78.201.182.125,$913.68,true,330161,switch,671-67-1771,zone3
101209,2008-12-03,PS,Male,183.132.40.49,$4032.55,true,330102,jcb,568-44-7672,zone6
100394,2013-11-29,CN,Male,232.154.202.136,$7643.73,false,330130,maestro,887-14-2167,zone2
100758,2010-04-20,CO,Male,101.191.48.158,$4235.89,false,330170,jcb,558-20-5038,zone6
101855,2015-03-03,CN,Female,11.204.104.234,$6778.70,true,330157,jcb,815-76-2882,zone2
100913,2012-10-12,UG,Male,138.169.26.240,$1122.10,false,330091,bankcard,147-14-8698,zone5
100716,2010-10-25,CN,Female,210.230.71.106,$3381.67,true,330151,solo,495-10-4481,zone5
101386,2012-04-23,RU,Male,108.213.223.177,$4833.53,true,330109,maestro,421-58-1177,zone5
100979,2014-12-10,BR,Female,216.195.170.64,$7490.13,false,330118,jcb,679-43-2509,zone6
